Cohort ID	Likelihood Weights	Mortality Prob
0	5.476794688014809e-06	0.1334044009405148
1	7.96776798940026e-12	0.19406489868843163
2	2.026095088019178e-27	0.05002287496346898
3	0.005134190559741291	0.11046651452636796
4	0.00012603518402980993	0.07935117816342262
5	1.493000162628136e-11	0.06846771895375957
6	0.001965891747959638	0.08725204227553418
7	0.0004288842051475849	0.11911214540860955
8	2.7961898292541882e-05	0.129353494846134
9	1.3660294807963604e-07	0.1577633468006714
10	8.427204830447866e-06	0.13383890288065897
11	3.9635487097869684e-12	0.1870439000793519
12	0.005692735763941379	0.09089044994630349
13	1.0158633989257965e-14	0.2256234872781891
14	1.3128956579838804e-26	0.055477518639585235
15	1.0460691272334336e-12	0.18409350203568048
16	4.29769646818662e-05	0.1334609604734254
17	9.494947933512627e-09	0.16173796568915033
18	2.473156102818036e-07	0.07807738771904676
19	0.003216596771214501	0.08962029781697577
20	3.761695146335453e-13	0.21014891373510736
21	2.85704587964236e-17	0.24365231514387953
22	0.002233893820238809	0.11268483563184857
23	1.6771646291711444e-12	0.1884645231338628
24	6.5863349204165814e-15	0.22527783045920768
25	1.01621592646356e-15	0.22892133270076948
26	1.0555196726460761e-11	0.0670088422739556
27	2.3772604356376885e-17	0.05781095664657648
28	0.0010823380435536515	0.08396608391291378
29	3.1224794410694224e-15	0.22562850068588264
30	7.175965297279546e-09	0.06966936676661002
31	5.342054638890116e-05	0.13422152500101042
32	3.740537103147209e-17	0.24157790603010038
33	5.999501407166108e-08	0.15663305699460342
34	2.8954634693734713e-12	0.18837542279009467
35	0.0023358464576826088	0.1131031262012126
36	6.194586395490081e-11	0.18730018553631672
37	7.198735728889775e-15	0.21692513437947458
38	5.932347422621746e-36	0.05365765546883836
39	1.6920903901574049e-12	0.20002886298899353
40	4.3476802488076746e-17	0.24777221778129893
41	1.6394379165349705e-14	0.1996331308759679
42	0.004024364933606091	0.10608879841288105
43	7.944879600105399e-15	0.20785586569029774
44	1.8646321888049582e-07	0.07064520131552841
45	3.514990069995882e-06	0.13957870523518104
46	9.175080495756512e-16	0.2317191006186191
47	0.006257039998828366	0.1087228296747359
48	0.0014341454236731447	0.10755506771726975
49	3.804594982771675e-06	0.07600571442365554
50	8.401770360246153e-33	0.05387339157405942
51	4.811542303768507e-11	0.18576710658797818
52	0.009206866536975479	0.09232562320001181
53	0.009780016286434197	0.10310933187444525
54	2.8100725110970774e-07	0.14831463185606766
55	1.0585596602619673e-15	0.06067250902341608
56	7.569640253644514e-10	0.16482352109840262
57	0.0009843261808756814	0.07934571498116204
58	5.80603677835254e-09	0.16786110738065685
59	3.729452368932568e-12	0.18995167200418622
60	1.0986422513599644e-08	0.07046688576556517
61	3.247263948824541e-05	0.13281119756391369
62	9.310012973858176e-13	0.18888003154554905
63	4.31661838520861e-05	0.13283585390538055
64	5.32302157885167e-16	0.05999069178921743
65	6.962200764478247e-08	0.15717928118310232
66	3.5220129549618735e-11	0.1827589290439578
67	1.2669158267394131e-07	0.15297782241166172
68	3.3748183805034297e-16	0.2389189511981627
69	4.9665538441722455e-08	0.1673110081003986
70	3.738357529742594e-15	0.2306803830575767
71	4.4707445643386015e-05	0.07749494082924752
72	2.2315685079850497e-05	0.07785526945015171
73	1.7661802448392622e-13	0.21147825774190476
74	4.8570493736221915e-05	0.12953536739710672
75	0.00013687256070614657	0.08307083942338656
76	2.04496961953092e-16	0.23550171607920678
77	0.0009229973929176735	0.11955317194910131
78	4.084258549501592e-13	0.2001624206272311
79	1.7376513009803757e-12	0.19519959707009032
80	4.892094630670948e-15	0.22666121824116198
81	1.9095555826597744e-09	0.17473444141112177
82	2.4423263680415134e-13	0.20018848680546747
83	0.0003327632444458387	0.11977966839556851
84	0.005553626907583322	0.10398557835300522
85	7.949809229184287e-16	0.22917724363921338
86	1.6052158261076676e-05	0.13561823797425898
87	1.2874435079459718e-16	0.2429680094296771
88	1.3727268913367058e-10	0.18268829956368965
89	1.161176619652712e-10	0.17433914404182438
90	3.0770361958923453e-07	0.07294919459067505
91	3.78324225960626e-16	0.23989785174141426
92	1.0463430974899533e-06	0.1399824266959881
93	5.847327190000979e-09	0.16567792287742636
94	9.52085719329753e-05	0.13162736055225624
95	0.006444142335439865	0.09740539604860554
96	1.5314806969636004e-14	0.23067590411245076
97	5.683847552641578e-09	0.16473589733445718
98	3.3288470966319393e-37	0.0505740654062318
99	1.1427690916336427e-10	0.17342898272414478
100	0.0005746677130226517	0.11532898035441924
101	1.6992257631210025e-07	0.15541162045152185
102	4.17193998402656e-15	0.22718841986215493
103	0.001224761114865627	0.12145395200049997
104	1.6723975572068713e-15	0.23170703018395983
105	8.414465328000647e-10	0.17467202315836056
106	8.4889404693922e-36	0.05316424856931126
107	1.1104034274178346e-16	0.23588744674875228
108	4.965504459669276e-12	0.1881793835033848
109	4.511911459312735e-16	0.2494645700902961
110	0.0009672875652432095	0.08446810166906571
111	6.528216743980572e-05	0.07742714992577555
112	1.6929839882564765e-16	0.2365190926074327
113	8.903204275875899e-12	0.18936363229798003
114	2.660748892270665e-10	0.0632000345444125
115	2.9364892997604987e-13	0.20109261052049326
116	2.6782662214170547e-13	0.2007752376922493
117	1.284591491286389e-15	0.23460490710929666
118	6.671277621574457e-13	0.19230495172569434
119	9.773403347698498e-07	0.07485419239443294
120	9.206644990812802e-31	0.05397602676795912
121	2.5374705063407366e-21	0.05524219737554386
122	3.4810860019957173e-23	0.05566129760415892
123	0.010262838577817263	0.09924221352060919
124	1.5615924812449594e-14	0.22200558973657764
125	1.3607731864249579e-08	0.1577662128683306
126	4.8606518062142385e-09	0.1605643957371532
127	1.6394379165349705e-14	0.21840617847192118
128	1.7238665167666796e-05	0.07483466302398223
129	0.008090845825110193	0.10583673580222791
130	7.627151512683717e-10	0.16715185429165758
131	2.270679276814466e-16	0.2439191496639349
132	5.930760151896147e-09	0.162206043851142
133	1.0843035048982813e-41	0.053729457874588604
134	7.249277138672006e-14	0.2101265345361233
135	0.00910739656821254	0.09659485476820409
136	2.310667705846999e-13	0.21142103912375582
137	8.214666726148306e-05	0.12757212881283436
138	6.784555518285119e-15	0.22270837091188572
139	1.618738517730353e-12	0.1994243285474369
140	5.001218269060267e-09	0.1612480467980838
141	0.00011413270618784991	0.07729104513213701
142	6.289392000930714e-14	0.061983537902442334
143	3.725253722529096e-06	0.07426869114814748
144	1.8794711658871657e-20	0.05891037570895235
145	1.005551071301959e-06	0.07149882582121858
146	0.008463679503943163	0.09514186772157095
147	1.5484992555891708e-12	0.19259779607653532
148	3.3227976900443207e-09	0.1619433964108285
149	7.916792822910594e-26	0.05251119603182317
150	1.6654994075531654e-11	0.06439485593789736
151	1.3070047033740303e-17	0.2434552660000544
152	4.901990590339371e-08	0.16362009238398845
153	0.006542372175660265	0.0906586469321981
154	0.010099095537354531	0.10046514891406469
155	5.140158262754715e-12	0.1987651708150186
156	0.0011550728090261217	0.08908589622186376
157	3.5971855622298007e-09	0.16627178545465154
158	9.778990660070302e-17	0.24400399781766247
159	2.7648326488153798e-14	0.21936576029800708
160	0.010559934663228623	0.09796955182951723
161	1.6384098427023288e-06	0.148753942853746
162	1.4980456248591226e-10	0.17399114367627594
163	8.766839235542562e-15	0.21579617991003575
164	0.0014303190266419827	0.08135827892921685
165	3.6358890885742543e-26	0.053715240435481905
166	1.6093326613185426e-13	0.06400442874384447
167	1.2465552863545981e-06	0.14726902218740637
168	2.876512738737188e-10	0.17126589233066608
169	4.183067386674489e-09	0.16377028741729627
170	0.0015894836937265055	0.11347248186443215
171	1.171644651783959e-17	0.24772323088248976
172	4.1235193408574705e-09	0.16594904384915937
173	7.687651888443561e-05	0.12602823452471007
174	6.741090491664293e-08	0.16018964382357936
175	5.318960467250145e-13	0.19906688618130042
176	9.130294451797416e-11	0.18384657869063692
177	0.010044118095348846	0.10298391153256188
178	1.402882835014232e-14	0.06326696688568832
179	4.4317507712499913e-05	0.12401683958282127
180	1.133672094278953e-10	0.17594350140431292
181	0.004653336897765399	0.09203480198296793
182	5.799992468177079e-12	0.20055111074776277
183	6.980100463485656e-14	0.06330729627082299
184	0.00824468873546801	0.10206301971570819
185	1.7239587600499964e-15	0.21095091274866912
186	0.001255605966098833	0.08868685652466556
187	1.2576275664528411e-10	0.17789217617598801
188	1.8259496098500758e-08	0.15493406182474673
189	4.850603598721524e-16	0.23496159407987016
190	0.009657370356826199	0.1026593540974222
191	2.1529147450433677e-15	0.06319221813680476
